title;album;release year;additional info;lyrics
Poster Child;Unlimited Love;2022;;"Melle Mel and Richard Hell were dancing at the Taco Bell
When someone heard a rebel yell, I think it was an infidel
Adam Ant and Robert Plant, defender of a psycho fan
And used to buy Ulysses Grant to record at the Record Plant
Islamabad is on the nod, Havana at the riot squad
And if you want to be a Mod, you'll have to meet me at the quad
You got the best of my loco
I'll take the rest of your showboat
You got the best of my Yoko
I'll take the rest of your low note
Parliament's Atomic Dog, their hats were filling up with fog
We talk about the life and death of everything in analog
The seventies were such a win, singing the Led Zeppelin
Lizzy lookin' mighty thin, the Thompsons had another twin
I thought I won the lottery, the numbers never thought of me
Ramones had a lobotomy, so spin me like a pottery
I will be your poster child
You know the world is ours for a little while
And then I will be your poster child tonight, ow
A funky piece, the Sandinista, me and minor Mona Lisa
Judas Priest has whipped the beast, the mother love was named Teresa
Bubble gum, I come bazooka, dirty dandy nana-looka
Smoke banana in your hookah, now I know the band is ruca
Bernie Mac and Caddyshack were dusty as the bric-a-brac
And if you ask me for the time, I'll tell you that the future's back
You got the best of my loco
I'll take the rest of your showboat
You got the best of my Yoko
I'll take the rest of your low note
Steve Miller and Duran Duran, the Joker dancing in the sand
Van Morrison, the Astral man, the festival of hurricanes
Speak of Chico and the Man, the silence of a certain lamb
MC5 kick out the jam, a poncho full of contraband
Dairy Queen was on the scene in every cutie magazine
The Motörhead and mystic queen, my misdemeanor Valvoline
I will be your poster child
You know the world is ours for a little while
And then I will be your poster child tonight
You got me on this
But then I can't get off
With no one else but you
You turn me on too
Well, then I can't get up, ooh
For no one else but you
Creem magazine, A Love Supreme, the ballad of a Billie Jean
And now we know the Status Quo, but God would never save the Queen
Dave Mushegain, Copenhagen, copper goose of Ronald Reagan
Dollar savers, Flavor Flav, the cosmic moves are power saving
And my fist a double kissed unlisted number purplemist and
Chubby Checker do the twist, and everyone's a narcissist
You got the best of my loco
I'll take the rest of your showboat
You got the best of my Yoko
I'll take the rest of your low note
The waterbed was takin' meds, a beaver with the house of red
A fatty for the Natty Dread, a pocket full of talking heads
M.I.A.'s making Paper Planes, addiction to the days of Janes
My stuff is made of Purple Rain, ten fingers in the lion's mane
Giant squid, Karate Kid, Sid Vicious in the Katie-did
The planet that we must forbid, the English speakers in Madrid
I will be your poster child
You know the world is ours for a little while
And then I will be your poster child tonight
I will be your poster child
You know the world is ours for a little while
And then I will be your poster child tonight
"
The Great Apes;Unlimited Love;2022;;"She's a box car
Rolling by
Like a black star
In the sky
She's a failure
Once or twice
Like a trailer
Spinning out upon dizzy ice
Flowers fly
When we grow old
Snakes get high
Or so I'm told
She's an eagle
Out on the road
Like my favorite
Beatle everyone
Bought and sold
All my love and half my kisses
Superstar go do the dishes
I just want the great apes to be free
Come on now you lazy cowboy
Heads or tails but not right now, boy
I just want the great apes to be free
She's a rain bird
On the prowl
Like an urge to be yourself
That you won't allow
She's a forest
That we burned
Just a blueprint for a life
That we never learned
Flowers fly
When we grow old
Snakes get high
Or so I'm told
She's a lynch mob
On the street
Take another step
And I will kill the beat
All my love and half my kisses
Superstar go do the dishes
I just want the great apes to be free
Come on now you lazy cowboy
Heads or tails, but not right now, boy
I just want the great apes to be free
She's a bus stop
Glockenspiel
She's a simulation life
That you thought was real
She's an image
That we blurred
It's a pixelated panther
Now let it purr
All my love and half my kisses
Superstar go do the dishes
I just want the great apes to be free
Come on now you lazy cowboy
Heads or tails but not right now, boy
I just want the great apes to be free
I just want the great apes to be free
I just want the great apes to be free
"
It's Only Natural;Unlimited Love;2022;;"She was a London girl
Knew enough now to get herself alright
He was a Southend boy
Not enough smile, but he sure could fight
She was a daddy's girl
Pride of all Brixton with dragon sight
But she can't go home tonight
It's only natural (Ah, ah)
And lovers will show you how to break it down
In spite of attraction
Well, it's only natural (Ah, ah)
And people will show you how to take it down
In spite of your love, steady up
They were a perfect pair
A clash of two beauties and a rash of fame
Nobody knows just when
Lightning will strike, but it always came
And she can't go home tonight
No, she can't go home tonight
It's only natural (Ah, ah)
And lovers will show you how to break it down
In spite of attraction
Well, it's only natural (Ah, ah)
And people will show you how to take it down
In spite of your love, steady up
But she can't go home tonight
It's only natural (Ah, ah)
And lovers will show you how to break it down
In spite of attraction
Well, it's only natural (Ah, ah)
And people will show you how to take it down
In spite of your love
It's only natural (Ah, ah)
And lovers will show you how to break it down
The perfect subtraction
Well, it's only natural (Ah, ah)
And people will show you how to take it down
In spite of your love, steady up
"
She's A Lover;Unlimited Love;2022;;"The flower's pink on the tree
But if you pick it to see
Will it be wild and free
You say you wanted a piece
Is it for sale or for lease
Oh that's the easy police
Come on down
Outside the world within ya
Bend to the Woolf Virginia
Take to the bridge that's under
Hunt for the sun to wonder
Whatcha wanna do today
I'm your favorite kid, let's play
Dedicated to the ones we serve
She's so full of learning curves
I, oh, I
She's a lover
She's a lover
She's a lover
She's a lover
Love me, love me
Wake up and hug me
I will be a torrid beast
Well if you need me, need me
Wake up and squeeze me
Nothing but a sweet relief
I, oh, I
And when I'm falling asleep
Please give me something to keep
Me warm and kind of complete
Long time to go without ya
Try slow to know about ya
For now is my better
Less time in forever
Please love can I have a taste
I just want to lick your face
Any other day and I would say
You're Atlantis manta ray
She's a lover
She's a lover
She's a lover
She's a lover
She's a lover, unlimited love again
Gotta love her, unlimited love again
She's a lover, unlimited love again
Little lover, unlimited love again
Love me, love me
Wake up and hug me
I will be a torrid beast
Well if you need me, need me
Wake up and squeeze me
Nothing but a sweet relief
Love me, love me
Wake up and hug me
I will be a torrid beast
Well if you need me, need me
Wake up and squeeze me
Nothing but a sweet relief
Nothing but a sweet relief
I will be a torrid beast
I will be a torrid beast
I will be a torrid beast
"
These Are The Ways;Unlimited Love;2022;;"Make me a fist
Purple Mountain road that I can't miss
Have we all had enough?
Have we all had too much?
Lost in a dream
Please step down from your bully machine
Can we all back it up?
Can we all give it up?
These are the ways when you come from America
The sights, the sounds, the smells
These are the ways when you come from America
I don't want to die and she's gonna take good care of ya
I just wan to thrive and there's gonna be hysteria
Don't be late
Walk us through the golden gate, yeah
Bruce and George
Singing for their own reward
Take me inside
Twenty-three windows and it's gonna be a long ride
All had enough?
Have we all had too much?
Sing me the blues
Cowgirl's tight in her basketball shoes
Can we all back it up?
Can we all give it up?
These are the ways when you come from America
The sights, the sounds, the smells
These are the ways when you come from America
I don't want to die and she's gonna take good care of ya
I just wan to thrive and there's gonna be hysteria
Don't be late
Walk us through the golden gate, yeah
Bruce and George
Singing for their own reward
"
Whatchu Thinkin';Unlimited Love;2022;;"I got no reason to believe
Just a theory that we do appease
I don't know what you want from me
Where you go to get your ecstasy
Start tapping rhythm from the source
Maybe I could be your Crazy Horse
We only wanted to be
We only wanted to be sure
What is it for?
Come get me
We only wanted to be
We only wanted to be
Whatchu thinkin'?
Got more than enough for you, yeah
Over and over and over again well
Over and over until it sends
What you thinkin' white?
Buffalo be drinkin' dirty
Over and over and over again well
Over and over with all my friends
I think the two of us should go
For a drive like maybe Idaho
Road trip circuits just around the bend
I could be your beneficial friend
Call me every name in the book
Punk ass fascist and a dirty crook
We only wanted to be
We only wanted to be sure
What is it for?
Come get me
We only wanted to be
We only wanted to be
Whatchu thinkin'?
Got more than enough for you, yeah
Over and over and over again, yeah
Over and over until it sends
What you thinkin' white?
Buffalo be drinkin' dirty
Over and over and over again now
Over and over with all my friends
I got these things in mind you know
South Dakota show the buffalo
In the Black Hills you could find it all
Blood runs thick like from a waterfall
This Broken Native entity
Dreaming cleanup on the century
This horse is crazy not to be
This horse is crazy
Whatchu thinkin'?
Got more than enough for you, well
Over and over and over again, yeah
Over and over until it sends
What you thinkin' white?
Buffalo be drinkin' dirty
Over and over and over again now
Over and over with all my friends
"
Bastards Of Light;Unlimited Love;2022;;"Anything at all
Anything and I will find you
Anything at all
Can I be your first brawl?
Everyone that's there is someone
Everyone that's here is someone
Everyone, I swear, is someone's daughter
And it feels so good upon a Saturday night
When the bastards come to fight
And it won't be long before they carry me home
I'm the bastard of your light
When it's said and done
Meet me at the old meat market
When it's said and done
Can I please make you come?
Everyone that goes is someone
Everyone that throws is someone
Everyone that knows it's in the water
And it feels so good upon a Saturday night
When the bastards come to fight
And it won't be long before they carry me home
I'm the bastard of your light
And it feels so fine to know my shattering bones
When it's all those lefts and rights
And it won't be long
Before I'm buried alone
I'm the bastard of your light
I'll decorate your face
It's time to get it on
How does that crimson taste?
What, what, what, what
It's time to bob and weave
Ya gotta move your feet
An honor to receive
Tomato cans on tap
Another dandy chap
How 'bout a canvas nap?
One, two, three, four
And it feels so good upon a Saturday night
When the bastards come to fight
And it won't be long before they carry me home
I'm the bastard of your light
And it feels so good upon a Saturday night
When the bastards come to fight
And it won't be long before they carry me home
I'm the bastard of your light
"
White Braids & Pillow Chair;Unlimited Love;2022;;"I'm a tangled tiger
And I want to rip it all to shreds so I
Can ask it why
She's a loaded cobra
And she wanted to be with me for the ride
In a Sunday diner
I'm reminded there's no finer place to kiss
Than one like this
But babe, I can see what's right with you
White braids and pillow (Chair)
Babe, I could spend my nights with you
This pussy willow
Babe, I can see all sides of you
White braids and pillow chair
I don't know what I would do
Without your pillow
She's a Bobby Darin
Singing to the fish and herring sacrifice
Oh, that's her knife
There's a Karmann Ghia
Parked out back and we believe it is alive
You can see the river
Running through my devastated concrete eyes
They don't deny
But babe, I can see what's right with you
White braids and pillow (Chair)
Babe, I could spend my nights with you
This pussy willow
Babe, I can see all sides of you
White braids and pillow (Chair)
Babe, I don't know what I would do
California blue
Sing to you
Things to do
California blue
Sing to you
Deep Ventura sky
Rolling by
Rolling wide
Deep Ventura sky
Rolling by
Santa Cruz in June
Be the gloom
Surf the moon
Santa Cruz in June
Surf the moon
San Francisco Bay
Safe to say
Paved the way
San Francisco Bay
Paved the way
"
One Way Traffic;Unlimited Love;2022;;"Come from the sun in San Marino
Guess that makes me Angeleno
Friends got married
Had them dogs
Now they read those catalogues
This commerce makes me nauseas
When did life get so damn cautious
So I drive in search of smiles
XM on, let's check out Miles
This slice of life
When you're out on the road
Is always extra nice
When there's someone to hold
Ay-oh, way-oh
Would you be my traffic jam?
Ay-oh, way-oh
Spirographic Anagram
Ay-oh, way-oh
Would you be my traffic jam?
Ay-oh, way-oh
Would you be mine?
Anyway, I was headed South
Taste of coffee in my mouth
Up that off ramp 405
Angry drivers on both sides
Got a call from my good friend Dave
He said, ""Yo, let's get that wave""
I said, ""Yes, just tell me where""
Board's up top, wind in my hair
From the mind of Frida Kahlo
Show me love and I will follow
From the words of my old man
Conversations in the sand
This slice of life
When you're out on the road
Is always extra nice
When there's someone to hold
Ay-oh, way-oh
Would you be my traffic jam?
Ay-oh, way-oh
Spirographic Anagram
Ay-oh, way-oh
Would you be my traffic jam?
Ay-oh, way-oh
Would you be mine?
I got a slice of life
That's built for you
Oh now, come and give me something
To spread my bread onto
Time and time again
We get a window and a clue
Time and time again
Life changing rendezvous
Anyway, made a left on 3rd
Got distracted jumped that curb
Unaware and on her walk
I hit the brakes made time to talk
She said, ""Can I get that ride?""
Oh my God, just get inside
It was all that I imagined
Born to ride, enthusiasm
Packed our bags
And headed west
PCH
I'm so impressed
My friends said
""Having fun yet?""
We drove off
Into the sunset
This slice of life
When you're out on the road
Is always extra nice
When there's someone to hold
Ay-oh, way-oh
Would you be my traffic jam?
Ay-oh, way-oh
Spirographic Anagram
Ay-oh, way-oh
Would you be my traffic ma'am?
Ay-oh, way-oh
Would you be mine?
Would you be mine?
Would you be mine?
Would you be mine?
Would you be mine?
"
Veronica;Unlimited Love;2022;;"My name is Veronica
I come from the South Side of Chicago
Remember my raincoat
We love you the same way, yeah
My life is a rope swing
Always headin' back to
From where I came
Got no need to blame you
Danger
Danger
Everyone goes for a ride
Danger
Danger
Everyone loses their mind
My name is Nebraska
I live in a matchbox of Omaha
It's nothin' fantastic
We love you the same way, yeah
You call me Maria
My life on the Northside of Miami
I might come and see ya
Danger
Danger
Everyone goes for a ride (Let's go, my turn now)
Danger (Say what?)
Danger (Everyone)
Everyone loses their mind (Don't cry)
My name is ""I love you""
I come from the same place as everyone
Just lucky to be here
We love you the same way, yeah
This heart is relentless
I love you the most when you're down and out
Please come to my senses
'Cause we all play the same game
Danger
Danger
Everyone goes for a ride (Here we go, my turn)
Danger (What's up?)
Danger (Everyone)
Everyone loses their mind
Been a long time now
Been a long time now
Been a long time since I took you my toll
Been a long time now
Been a long time now
Been a long time since I took you my soul
I don't want it to be broken up
I don't want it to be without love
Oh, this is the end
My passionate friend
My passionate friend
Passin' on love for now
This is the end
My passionate friend
My passionate friend
Yeah, yeah-yeah
(I don't) Been a long time now
(Want it to be broken up) Been a long time now
Been a long time since I took you my soul
(I don't) Been a long time now
(Want it to be without love) Been a long time now
Been a long time
Yeah
"
Let 'Em Cry;Unlimited Love;2022;;"Cry, cry, let 'em cry
We don't need no reason why
Ima touch you up with every lovin', rough emotion
Cry, cry, let 'em cry
Bleeding from my restless eye
Our laws are breaking and no physics can define us
Tell my wife and dog
I'll be home at 3 a.m.
To kiss you in the morning
Cry, cry, let 'em cry
Know what I have deep inside
It's time to break free from the mouse trap when it's stormin'
Up, up the lover, we got the mother
Touch up the neighbor, she don't mind
Up, up the fauna, we got Nirvana
All I know is I feel fine
Up, up another, we got the cover
Touch up the Raiders, they don't mind
Up, up the fauna, we got Madonna
All I know is I feel fine
Shine, shine, let 'em shine
Hit me with that lion's prize
Ten thousand heavens are about to shed their glory
Shine, shine, let 'em shine
Hit me with that Guggenheim
Ima tell you everything and how to build a story
Trust in love, my man
You can feel it rainin' down
So early when it's forming
Slide, slide, let it slide
My street is preoccupied
I'd like to kiss her face if I could only find her
Up, up, the lover, we got the mother
Touch up the neighbor, she don't mind
Up, up, the fauna, we got Nirvana
All I know is I feel fine
Up, up, another, we got the cover
Touch up the Raiders, they don't mind
Up, up, the fauna, we got Madonna
All I know is I feel fine
Cry, cry, let 'em cry
We don't need no reason why
Ima touch you up with every loving, rough emotion
Cry, cry, let 'em cry
Bleeding from my lefty eye
Our laws are breaking and no physics can define us
Up, up, the lover, we got the mother
Touch up the neighbor, she don't mind
Up, up, the fauna, we got Nirvana
All I know is I feel fine
Up, up, another, we got the cover
Touch up the Raiders, they don't mind
Up, up, the fauna, we got Madonna
All I know is I feel fine
"
The Heavy Wing;Unlimited Love;2022;;"Golden light streaming from your eyes
Give me a piece of the real thing
And I live with you this life
Stripped and clean
A restless wolverine
An eloquent part of the whole dance
And I stray
Tell the whole world to slow down
We gotta get off and we gotta go 'round
Tell the whole world to roll down
The window is broken, forever unspoken
Only whenever
Oh, I know that it's only gold
And I come slow now for everything
The heavy wing
Oh, I know that it's only gold
And I bleed into your pleasantries
The memory
Chemistry
Death to rise
Subtraction of advice
The criminal ties of my rival
And I'll roll these dice
Cold supply
Scraping to get by
Blatantly flooding the low rise
And I'll throw this knife
Trace me now through your innocence
Tell me it's part of the program I started
Space me now through your citizens
Tell me it's part of the whole plan now
Breaking my slow hand
Oh, I know that it's only gold
And I come slow now for everything
The heavy wing
Oh, I know that it's only gold
And I bleed into your pleasantries
The memory
Chemistry
Oh, I know that it's only gold
And I come slow now for everything
The heavy wing
Oh, I know that it's only gold
And I bleed into your pleasantries
The memory
Chemistry
"
Tangelo;Unlimited Love;2022;;"When I'm with you, I feel like myself
No stranger the shadow of somebody else
When I feel you holding my hand
I get touched
Ain't this life grand?
But the form of life is long never-ending
And the smell of your hello I know
And the smile of a knife is seldom befriending
And the smell of tangelo I know
When I'm near you, I feel like a king
A life force inside to do anything
When I'm downtown, I pick up the phone
I hear you, and I'm not alone
But the form of life is long never ending
And the smell of your hello I know
And the smile of a knife is seldom befriending
And the smell of tangelo I know
But December came strong, the mending went wrong
And the clothes on the line never dried
And the crows on my hill came in for the kill
But the dream of this love never died
When I lost you out in that field
My crooked eyes could hardly conceal
Tell me one time and bring me my tray
Oh, let it go, and now I must pray
Let's pray
"
Nerve Flip;Unlimited Love;2022;Bonus Track;"Back at the London dairy
We drank it all too soon
We drank to dysentery
Numb to the pain, everybody rain
Got high on pink flamingos
Santo will take a charge
A list of long Domingos
(Ah, ah, ah, ah)
Come kiss that circuit breaker
An image to enlarge
Let's celebrate the quaker
(Ah, ah, ah, ah)
Slow down the rivers of time in your mind
It's just a nerve flip to switch when it's time for the grind
Slow down the rivers of time in your mind
It's just a nerve flip to switch when it's time for the grind
Nerve flip
Ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
The pain of growing younger
Big balding of a tire
The blitz and all its hunger
Electrical fire, standing on a wire
Song 5 for Curtis Mayfield
This dancing's so alive
The onion never stays peeled
Everybody move, everybody glide
Stab me with colored pencils
Backseat and butterflies
A song for flesh utensils
(Ah, ah, ah, ah)
I've been adjudicated
The court of social flaws
Some other dude she dated
(Ah, ah, ah, ah)
Slow down the rivers of time in your mind
It's just a nerve flip to switch when it's time for the grind
Slow down the rivers of time in your mind
It's just a nerve flip to switch when it's time for the grind
Slow down the rivers of time in your mind
Slow down the rivers of time in your mind
Slow down the rivers of time in your mind
Slow down the rivers of time in your mind
Nerve flip
"
Tippa My Tongue;Return Of The Dream Canteen;2022;;"Ya, ya-ya-ya, ya-ya-ya, ya-ya-ya, ya
Well, I'm an animal
Somethin' like a cannibal
I'm very flammable
And partially programmable
Centuries of overuse
Now I wear it nice and loose
Ya, ya-ya-ya, ya-ya-ya, ya-ya-ya, ya
Well, it's ubiquitous
Tell me, can you stick with this?
I'm on the brink of this
And tell me what you think of this
I'm in the Beauregard's
Slow me down if I get hard
We've only just begun
Funky monks are on the run
Gonna, gonna, gonna get you with the tip of my tongue
And then you walk away
I know what your kiss would say
Ah-ah-ah, ah-ah-ah, ah-ah-ah, ah
Gonna get you now
Her perfume smells like gasoline
My girlfriend's trash is nice and clean
Acid landing on my tongue
I think you know we've just begun
She don't want the ladies room
Transatlantic super groom
Your hairplane is a monument
The sexy art of continence
And now I know you by your scent
Let it be, we both get bent
Need a minute to repair
Sunny-siders always share
We've only just begun
Funky monks are on the run
Gonna, gonna, gonna get you with the tip of my tongue
And when you walk away
I know what your kiss would say
Ah-ah-ah, ah-ah-ah, ah-ah-ah, ah
I'm gonna get you with the tip of my tongue
Ya, ya-ya-ya, ya-ya-ya, ya-ya-ya, ya
Well, I believe in love
Perfectly receivin' love
It's vociferous, then come and get a whiff of this
I'm at the pyramids
Never had a fear of kids
Ya, ya-ya-ya, ya-ya-ya, ya-ya-ya, ya
I'm on the precipice
I come and make a mess of this
It's the apocalypse
Try to get a sock of this
I'm at the county fair
Haystack ride, I'll pull your hair
We've only just begun
Funky monks are on the run
Gonna, gonna, gonna get you with the tip of my tongue
And when you walk away
I know what your kiss would say
Ah-ah-ah, ah-ah-ah, ah-ah-ah, ah
Gonna, gonna, gonna get you with the tip of my tongue
We've only just begun
Funky monks are on the run
Gonna, gonna, gonna get you with the tip of my tongue
And if you walk away
I know what your kiss would say
Ah-ah-ah, ah-ah-ah, ah-ah-ah, ah
Gonna get you now
"
Peace And Love;Return Of The Dream Canteen;2022;;"Stick with me darling
I will be your man
Your company calls the best up out of me
Click with me baby
I will lay this hand
Soft as any moss upon your feet
Stayley are you out there
I am in your lane
Catch that cup of water when it falls
Wait for me darling I'll be on that train
Catman had a message for us all
Shout out to my lonely friends
A message that I meant to send
I got peace and love for you right now
And when I see my little sis
A middle western genius
She's got peace and love for you somehow
Gitchi Gummi sisters playing with the wind
Semi-naked flowers by my side
Gitchi Gummi sisters with your golden skin
What is in your nature we can't hide
Well I'm a lover to all my tribes
Oh tell me motherfucker can you feel my vibes
She's a lover to dance on earth
Now I know the meaning of what it's worth
Shout out to my lonely friends
A message that I meant to send
I got peace and love for you right now
And when I see my little sis
A middle western genius
She's got peace and love for you somehow
Drift with me Woodson to another side
A streak of violence
Be lion's pride
Sober señorita and 200 tears
A trail of happiness
And tears have dried
Shout out to my lonely friends
A message that I meant to send
I got peace and love for you right now
And when I see my little sis
A middle western genius
She's got peace and love for you somehow
Tell me something I don't know
I've got no better place to go
I've got peace and love for you right now
Surely as I jump this bus
Nothing but the two of us
We've got peace and love for you somehow
"
Reach Out;Return Of The Dream Canteen;2022;;"Drop another snake bomb it might shake
I confused it
With an earthquake
Mass confusion in a mason jar
Texas blood flow
In a biker bar
Stick to bluegrass guns
We are riding
With the flying nuns
Tell me all the dirty things you have seen
Are you laced up?
Well, are you really clean?
I'ma lose it if I do not find
Someone better reach out
Find a steady shine
Someone better reach out
Get it on the line
I'ma bruiser and I do not mind
Someone better reach out
Climb a mountain time
Someone better reach out
Get it on the line
Cruising down the hill in a blue streetcar
Can't refuse it
No matter who you are
Filling up your head with a bathtub rose
We composed it
But does it really show?
Slow your donkeys down
This good lord is
From a border town
I'm about to lose what little I've got
Please don't treat me
Like an afterthought
I'ma lose it if I do not find
Someone better reach out
Find a steady shine
Someone better reach out
Get it on the line
I'ma bruiser and I do not mind
Someone better reach out
Climb a mountain time
Someone better reach out
Get it on the line
Feel my call the lexicon makes its
Own way, own way
Break this fall, the excellence has it's
Own say, own say
Hazard pay for a canceled bear
Bygone Sally
With the greasy hair
Hard as nails but soft to wear
Rooftop crops up
And a folding chair
Pay your thug store Hench
Mugshot daddy
With the golden wrench
Locomotive smoke to cover up what's broke
Please don't seize me
Until you get my joke
I'ma lose it if I do not find
Someone better reach out
Find a steady shine
Someone better reach out
Get it on the line
I'ma bruiser and I do not mind
Someone better reach out
Climb a mountain time
Someone better reach out
Get it on the line
I'ma lose it if I do not find
Someone better reach out
Find a steady shine
Someone better reach out
Get it on the line
"
Eddie;Return Of The Dream Canteen;2022;;"Sailing the Sunset Strip, I'm a bit of a king
Granny would take a trip, I've been bending the strings
Got hammers in both my hands, such a delicate touch
They say I'm from Amsterdam, does that make me Dutch?
Please don't remember me for what I did last night, oh
Please don't remember me, Lord and children
Please don't remember me, it's only 1980
It's only 1983
Smoking the reefer, feeling my own light
My brother's a keeper, I married a TV wife
The devil's Camaro, parked in the high school lot
A little sombrero 'cause teacher was way too hot
Please don't remember me for what I did last night, oh
Please don't remember me, listen Lord now
Please don't remember me, it's only 1980
It's only 1983
Tell my love ""But leave me never""
Can't complain about the weather
Snowing at the Rainbow, have a ball
Cut my teeth down at the Whiskey
GTO's tried to kiss me
One more song, they have seen it all
Please don't remember me for what I did last night, oh
Please don't remember me, what'd I say Lord?
Please don't remember me, it's only 1980
It's only 1983
Please don't remember me for what I did with David
You know I'm talkin' David Lee, am I ready?
Please don't remember me for what I did last night, oh
I guess I played a Flying V
"
Fake As Fu@k;Return Of The Dream Canteen;2022;;"Listening to the great beyond
Where misdirection waves its magic wand
Everybody sing that song
Tuesday morning comes along
I read the news it's all gone wrong
The facts of life have left too soon
The serving up doom and gloom
Never gonna leave my room
Black Capricorn will blow the horn
For all the love that can't be born today
Everybody walk away
Set 'em on up
To knock 'em all down
Take me to your leader
Where the makeup
Is fake as fuck
Strap it on in
To map it on out
Spin doctors wanna make you think
You're straight up
Just out of luck
Set 'em on up
To knock 'em all down
Take me to your leader
Where the makeup
Is fake as fuck
Strap it on in
To map it on out
Spin doctors wanna make you think
You're straight up
Just out of luck
Friday afternoon is cool
I lost my faith in Sunday school
Deliver me from Liverpool
I feel like an April fool
Someone's gotta break the rule
Sticking to the script
We built another sinking ship
She's so alone
Never gonna leave my home
Mother nature can't go wrong
The science God's forever strong
Floating in a great beyond
And everybody sing along
Everybody rock that song
Set 'em on up
To knock 'em all down
Take me to your leader
Where the makeup
Is fake as fuck
Strap it on in
To map it on out
Spin doctors wanna make you think
You're straight up
Just out of luck
Set 'em on up
To knock 'em all down
Take me to your leader
Where the makeup
Is fake as fuck
Strap it on in
To map it on out
Spin doctors wanna make you think
You're straight up
Just out of luck
I'm a lonely, lonely lord
Searching all night for the wrong reward
An appetite that's running on
All fours
Misdirection waves it's wand
Turning my head from black to blonde
Like a queen will now become
The pawn
Busted on a ship gone take me home
Mother named faith made lightning chrome
Busted on a ship that's sailing through
The foam
I'm a lonely, lonely lord
Pick another day to be restored
Just another fate that's going overboard
"
Bella;Return Of The Dream Canteen;2022;;"She wants to live in LA
Come put your ash in my tray
Once upon a funky crime
We were standing in the line
And now, we're walking Melrose down to Vine
I was asking her to live on my farm
And she was telling me no not today
I was telling her to do no harm
And she was telling me she could not stay
She'd rather live in LA
Down in Marina Del Rey
I love her, I need her
Can't stop until I feed her
I want her so badly
Hell no my name ain't Bradley
I'd wash her and clean her
Please tell me, have you seen her?
Outlast her, drive past her
Margarita gonna be my master
Bella cries and that's alright, she's
Weeping on my shoulder again, well
Bella lies and that's my type, I
Wish that I could hold her
Bella cries and that's alright, she's
Leaking on my shoulder again, well
Bella lies and that's my type, I
Wish that I could hold
She wants to live in LA
Where every dog has her day
Flip flops in the toaster now
Scotch tape on this broken vow
And wow, it's time to live without my puppy's chow
I was asking her to live in the sticks
And she was telling me there is no way
The cheeky monkey was an anarchist
And she was telling me she could not stay
She'd rather live in LA
Down in Marina Del Rey
I love her, I need her
Can't stop until I feed her
I want her so badly
Hell no my name ain't Bradley
Bella cries and that's alright, she's
Weeping on my shoulder again, well
Bella lies and that's my type, I
Wish that I could hold her
Bella cries and that's alright, she's
Leaking on my shoulder again, well
Bella lies and that's my type, I
Wish that I could hold her
Out on the country road, I sold my 40
This comeback episode, hold on shorty
Yes, Frank Sinatra knows
The summer wind will blow
And skinny mornings drop below
Sold my 40
To Northern Jordie
I'll tell you when I move
To hell and then I'll prove
The violin said, oh, woah, woah
And now the moment
The one we notice
Bella cries and that's alright, she's
Weeping on my shoulder again, well
Bella lies and that's my type, I
Wish that I could hold her
Bella cries and that's alright, she's
Leaking on my shoulder again, well
Bella lies and that's my type, I
Wish that I could hold Bella
Leaking on my shoulder again, that Bella
Baby girl is on my team now, Bella
Weeping on my shoulder again, well, Bella
"
Roulette;Return Of The Dream Canteen;2022;;"The college years were lean, well
Coming out but maybe not so clean, my love
And if I stay much longer
My feelings for you, they might get much stronger now
A Motorola coma
Sleep your way into a deep diploma, girl
At the dormitory
You come to pour me one of your best stories, girl
And I feel your face getting wet
Like the color red of roulette
And I place my losing bet
On your side
And I see your eyes of regret
But you gave as good as you get
Like the Massachusetts threat
Running wild
A pair of dirty jeans, well
You would wash inside my brass machine, that's good
Laying on your mattress
A thing of beauty, we would need more practice now
Hall and Oates were singing
The funny notes that you were always bringing, girl
An elevator's closing
Hard to hide when love is so exposing
And I feel your face getting wet
Like the color red of roulette
And I place my losing bet
On your side
And I see your eyes of regret
But you gave as good as you get
Like the Massachusetts threat
Running wild
When I drove her
To Villanova
Light me up when you decide
The stark aroma
Of your Tacoma
A tiny box where we reside
Battle tested
A life invested
Duly noted and denied
Fully loaded
Space encoded
A quiet night out in the sky
Your stack of lies was daunting
A tribute to your mind, but way more haunting now
A talking psycho killer
Betrayed the heads of even Henry Miller now
Conspiracy's a theory
I wonder, Tim, if this could be your Leary, love
She acts like Marlon Brando
Born online inside the San Fernando
"
